subject_nr,group,lang,trial_nr,block_index,position,img_left,img_right,x_left,y_left,x_right,y_right,first_fix_side,first_fix_rt_ms,response_time_ms,correct,arrangement,first_fix_direction,csvlog_fixated_clock,csvlog_physical_side,csvlog_physical_vert,reading_start_side,fix_matches_reading_onset,fpog_first_fix_direction,fpog_first_fix_rt_ms,fpog_first_fix_x,fpog_first_fix_y,fpog_median_ecc_px,fpog_exclusion_reason,fpog_excluded,fpog_fixated_clock,fpog_physical_side,fpog_physical_vert,bpog_first_fix_direction,bpog_first_fix_rt_ms,bpog_exclusion_reason,bpog_excluded,bpog_fixated_clock,bpog_physical_side,bpog_physical_vert
54,RTL,Farsi,26,4,6,002.png,003.png,-267,154,267,-154,003.png,194.49860000167973,468.1001999997534,undefined,"(8, 2)",right,2.0,right,up,right,True,right,254.39000000005763,1284.3862588235293,463.34858823529413,491.2805472258555,none,False,2.0,right,up,right,187.5,none,False,2.0,right,up
54,RTL,Farsi,27,4,1,004.png,005.png,-308,0,308,0,004.png,223.0513999966206,600.8945000066888,undefined,"(9, 3)",left,9.0,left,,right,False,left,247.8000000000975,685.5434926829269,585.4240097560976,431.41950155342676,none,False,9.0,left,,left,214.34999999974025,none,False,9.0,left,
54,RTL,Farsi,28,4,2,006.png,007.png,-267,-154,267,154,006.png,227.97449999779928,699.5929999975488,undefined,"(10, 4)",left,10.0,left,up,right,False,left,234.62000000017724,792.3619555555556,443.9036,341.77390953440533,none,False,10.0,left,up,left,221.19000000020606,none,False,10.0,left,up
54,RTL,Farsi,29,4,3,008.png,009.png,-154,-267,154,267,009.png,228.04400000313765,631.3140999991447,undefined,"(11, 5)",right,5.0,right,down,right,True,right,254.14999999975407,1184.625135483871,814.914,389.89864696875605,none,False,5.0,right,down,right,220.9499999999025,none,False,5.0,right,down
54,RTL,Farsi,30,4,4,010.png,011.png,0,-308,0,308,010.png,214.1053999948781,805.0928000011481,undefined,"(12, 6)",left,12.0,,up,right,False,left,214.34999999974025,1117.4005894736842,281.5409368421053,408.8028089288147,none,False,12.0,,up,left,207.51999999993131,none,False,12.0,,up
54,RTL,Farsi,31,5,6,012.png,013.png,-267,154,267,-154,013.png,219.2081999965012,1308.356299996376,undefined,"(8, 2)",right,2.0,right,up,right,True,right,247.31999999994514,1301.9826,434.427975,495.27938803524825,none,False,2.0,right,up,right,214.35999999994237,none,False,2.0,right,up
54,RTL,Farsi,32,5,5,014.png,015.png,-154,267,154,-267,015.png,190.12620000285096,1131.7014999949606,undefined,"(7, 1)",right,1.0,right,up,right,True,right,221.19000000020606,1222.7446153846154,336.78747692307695,498.19265737633606,none,False,1.0,right,up,right,180.9000000002925,none,False,1.0,right,up
54,RTL,Farsi,33,5,2,000.png,001.png,-267,-154,267,154,000.png,228.8183999917237,692.0420999958878,undefined,"(10, 4)",left,10.0,left,up,right,False,left,268.07000000007974,745.2036923076923,448.9140461538462,334.59098402492964,none,False,10.0,left,up,left,214.350000000195,none,False,10.0,left,up
54,RTL,Farsi,34,5,1,002.png,003.png,-308,0,308,0,003.png,238.11609999393113,686.7186000017682,undefined,"(9, 3)",right,3.0,right,,right,True,right,268.06000000033237,1270.6648615384615,579.0021230769231,451.46433025354463,none,False,3.0,right,,right,227.53999999986263,none,False,3.0,right,
54,RTL,Farsi,35,5,4,004.png,005.png,0,-308,0,308,004.png,283.79640000639483,1249.8705000034531,undefined,"(12, 6)",left,12.0,,up,right,False,left,294.42999999992026,1085.3138285714288,269.32628571428575,364.56940168979276,none,False,12.0,,up,left,274.40999999998894,none,False,12.0,,up
54,RTL,Farsi,36,5,3,006.png,007.png,-154,-267,154,267,006.png,214.40670000447423,864.9501000036253,undefined,"(11, 5)",left,11.0,left,up,right,False,left,227.53999999986263,865.837572413793,291.31268275862067,360.7257253720509,none,False,11.0,left,up,left,201.17000000027474,none,False,11.0,left,up
54,RTL,Farsi,37,6,2,008.png,009.png,-267,-154,267,154,009.png,189.770299999509,497.8135999990627,undefined,"(10, 4)",right,4.0,right,down,right,True,right,241.21000000013737,1287.3371428571427,668.9628,416.04679246693803,none,False,4.0,right,down,right,180.65999999998894,none,False,4.0,right,down
54,RTL,Farsi,38,6,5,010.png,011.png,-154,267,154,-267,011.png,201.54779999575112,631.7495999974199,undefined,"(7, 1)",right,1.0,right,up,right,True,right,220.70999999959895,1194.7434666666668,380.78460000000007,415.09381723380216,none,False,1.0,right,up,right,193.84999999965657,none,False,1.0,right,up
54,RTL,Farsi,39,6,4,012.png,013.png,0,-308,0,308,012.png,200.60219999868423,1365.6462999933865,undefined,"(12, 6)",left,12.0,,up,right,False,left,214.35999999994237,1081.9467789473686,245.68692631578946,414.531072302274,none,False,12.0,,up,left,194.34000000001106,none,False,12.0,,up
54,RTL,Farsi,40,6,1,014.png,015.png,-308,0,308,0,014.png,276.1217000079341,891.59529999597,undefined,"(9, 3)",left,9.0,left,,right,False,left,288.0800000002637,744.6208,545.3456400000001,385.04941851176613,none,False,9.0,left,,left,268.06000000033237,none,False,9.0,left,
54,RTL,Farsi,41,6,6,000.png,001.png,-267,154,267,-154,001.png,415.4336999927182,775.8470999979181,undefined,"(8, 2)",right,2.0,right,up,right,True,right,428.23000000043976,1363.4409931034481,407.49517241379306,413.24363540134925,none,False,2.0,right,up,right,408.21000000050844,none,False,2.0,right,up
54,RTL,Farsi,42,6,3,002.png,003.png,-154,-267,154,267,003.png,307.69049999071285,769.1178999957629,undefined,"(11, 5)",right,5.0,right,down,right,True,right,341.30999999979394,1178.9371826086956,790.221443478261,408.84247548505033,none,False,5.0,right,down,right,294.42999999992026,none,False,5.0,right,down
54,RTL,Farsi,43,7,5,004.png,005.png,-154,267,154,-267,005.png,202.97100000607315,4409.400300006382,undefined,"(7, 1)",right,1.0,right,up,right,True,right,180.6700000006458,1188.256,352.4352,432.95184596428237,none,False,1.0,right,up,right,187.5,none,False,1.0,right,up
54,RTL,Farsi,44,7,3,006.png,007.png,-154,-267,154,267,006.png,289.48329998820554,815.7300000020768,undefined,"(11, 5)",left,11.0,left,up,right,False,left,321.28999999986263,882.3221333333333,329.2269,346.1276548942603,none,False,11.0,left,up,left,281.7400000003545,none,False,11.0,left,up
54,RTL,Farsi,45,7,1,008.png,009.png,-308,0,308,0,009.png,213.37409999978263,582.050299999537,undefined,"(9, 3)",right,3.0,right,,right,True,right,241.21000000013737,1418.6522482758621,583.9973379310344,384.9045944356634,none,False,3.0,right,,right,200.67999999992026,none,False,3.0,right,
54,RTL,Farsi,46,7,4,010.png,011.png,0,-308,0,308,010.png,212.09539999836124,595.1979999954347,undefined,"(12, 6)",left,12.0,,up,right,False,left,207.51999999993131,1077.6093090909092,303.64363636363635,418.5245503122574,none,False,12.0,,up,left,200.68999999966763,none,False,12.0,,up
54,RTL,Farsi,47,7,6,012.png,013.png,-267,154,267,-154,013.png,187.29970000276808,659.5736000017496,undefined,"(8, 2)",right,2.0,right,up,right,True,right,220.71000000050844,1272.1067520000001,457.68888,458.8030848999116,none,False,2.0,right,up,right,180.6700000006458,none,False,2.0,right,up
54,RTL,Farsi,48,7,2,014.png,015.png,-267,-154,267,154,015.png,194.30460000876337,540.5885999934981,undefined,"(10, 4)",right,4.0,right,down,right,True,right,221.18999999929656,1334.0628000000002,669.7258875,370.6568215846848,none,False,4.0,right,down,right,180.65999999998894,none,False,4.0,right,down
60,LTR,English,1,0,5,000.png,001.png,-154,267,154,-267,000.png,17.522100009955466,16504.26679989323,undefined,"(7, 1)",left,7.0,left,down,left,True,left,308.53000000001884,699.809476923077,722.6961230769232,355.8018735535711,none,False,7.0,left,down,left,0.0,first_fix_anticipatory,True,,,
60,LTR,English,2,0,1,002.png,003.png,-308,0,308,0,002.png,241.02120008319616,3433.437000028789,undefined,"(9, 3)",left,9.0,left,,left,True,left,254.52000000007047,543.8460759493671,501.6310177215189,411.1951268689248,none,False,9.0,left,,left,227.7800000000525,none,False,9.0,left,
60,LTR,English,3,0,4,004.png,005.png,0,-308,0,308,004.png,306.3092000083998,2281.0501999920234,undefined,"(12, 6)",left,12.0,,up,left,True,left,355.16999999993004,950.0084363636364,167.0616,334.32307563586653,none,False,12.0,,up,left,294.9300000000221,none,False,12.0,,up
60,LTR,English,4,0,2,006.png,007.png,-267,-154,267,154,006.png,241.86079995706675,1707.8438000753522,undefined,"(10, 4)",left,10.0,left,up,left,True,left,260.85999999997966,634.69104,376.44129000000004,369.32020034307664,none,False,10.0,left,up,left,233.6999999999989,none,False,10.0,left,up
60,LTR,English,5,0,6,008.png,009.png,-267,154,267,-154,009.png,214.34850001242012,2830.48880007118,undefined,"(8, 2)",right,2.0,right,up,left,False,right,234.4900000000507,1207.9766709677417,380.6404258064516,392.98181601316935,none,False,2.0,right,up,right,207.21000000003187,none,False,2.0,right,up
60,LTR,English,6,0,3,010.png,011.png,-154,-267,154,267,010.png,193.44179995823652,2884.768799995072,undefined,"(11, 5)",left,11.0,left,up,left,True,left,221.05999999996584,803.16096,258.17796,369.029211339267,none,False,11.0,left,up,left,187.7399999999625,none,False,11.0,left,up
60,LTR,English,7,1,2,012.png,013.png,-267,-154,267,154,012.png,289.5061000017449,3678.69180010166,undefined,"(10, 4)",left,10.0,left,up,left,True,left,321.5300000000525,620.8060235294117,383.8564588235294,380.5926219156752,none,False,10.0,left,up,left,274.47000000006483,none,False,10.0,left,up
60,LTR,English,8,1,5,014.png,015.png,-154,267,154,-267,014.png,285.00400006305426,815.5538999708369,undefined,"(7, 1)",left,7.0,left,down,left,True,left,255.17999999999574,707.0473846153847,690.7356000000001,348.55100857997815,none,False,7.0,left,down,left,275.26000000000295,none,False,7.0,left,down
60,LTR,English,9,1,1,000.png,001.png,-308,0,308,0,000.png,201.73240010626617,2339.0714999986812,undefined,"(9, 3)",left,9.0,left,,left,True,left,234.19000000001233,602.9184,520.4804399999999,427.91934977146593,none,False,9.0,left,,left,193.84999999999764,none,False,9.0,left,
60,LTR,English,10,1,3,002.png,003.png,-154,-267,154,267,002.png,221.80499997921288,1875.0052000395951,undefined,"(11, 5)",left,11.0,left,up,left,True,left,240.7900000000609,752.0591999999999,266.6412,409.28872547032006,none,False,11.0,left,up,left,207.4000000000069,none,False,11.0,left,up
60,LTR,English,11,1,6,004.png,005.png,-267,154,267,-154,005.png,219.65199999976903,746.5023000258952,undefined,"(8, 2)",right,2.0,right,up,left,False,right,241.15000000006148,1220.5022608695654,349.11516521739134,368.6627168626616,none,False,2.0,right,up,right,207.65000000005784,none,False,2.0,right,up
60,LTR,English,12,1,4,006.png,007.png,0,-308,0,308,006.png,213.32670003175735,1613.407599972561,undefined,"(12, 6)",left,12.0,,up,left,True,left,234.42999999997483,888.7224888888888,253.01600000000002,367.45355081711784,none,False,12.0,,up,left,200.97999999995864,none,False,12.0,,up
60,LTR,English,13,2,3,008.png,009.png,-154,-267,154,267,008.png,237.7940999576822,1248.1498999986798,undefined,"(11, 5)",left,11.0,left,up,left,True,left,254.75999999991927,744.3760941176472,380.49861176470586,409.5395277824385,none,False,11.0,left,up,left,227.8999999999769,none,False,11.0,left,up
60,LTR,English,14,2,1,010.png,011.png,-308,0,308,0,010.png,225.070400047116,1248.6544999992475,undefined,"(9, 3)",left,9.0,left,,left,True,left,241.3299999999481,595.4037818181819,527.7898636363636,364.8006164228653,none,False,9.0,left,,left,214.59999999990487,none,False,9.0,left,
60,LTR,English,15,2,4,012.png,013.png,0,-308,0,308,012.png,214.02210008818656,1279.887199983932,undefined,"(12, 6)",left,12.0,,up,left,True,left,227.8999999999769,881.4253714285715,337.5138857142857,458.09398318561506,none,False,12.0,,up,left,207.8199999999697,none,False,12.0,,up
60,LTR,English,16,2,5,014.png,015.png,-154,267,154,-267,015.png,244.4551000371575,1180.3659999277445,undefined,"(7, 1)",right,1.0,right,up,left,False,right,247.56000000002132,1118.0775079646019,153.7937203539823,380.7479751752628,none,False,1.0,right,up,right,234.44000000006326,none,False,1.0,right,up
60,LTR,English,17,2,2,000.png,001.png,-267,-154,267,154,001.png,263.7393999611959,1529.7141999471933,undefined,"(10, 4)",right,4.0,right,down,left,False,left,375.0,676.8926117647059,377.3793176470588,405.3777725201855,none,False,10.0,left,up,right,254.52000000007047,none,False,4.0,right,down
60,LTR,English,18,2,6,002.png,003.png,-267,154,267,-154,002.png,248.64909995812923,1357.6836000429466,undefined,"(8, 2)",left,8.0,left,down,left,True,left,281.3100000000759,642.6179657142857,593.3344114285715,408.27047017422854,none,False,8.0,left,down,left,241.0300000000234,none,False,8.0,left,down
60,LTR,English,19,3,6,004.png,005.png,-267,154,267,-154,004.png,286.43340000417084,3426.0405000532046,undefined,"(8, 2)",left,8.0,left,down,left,True,left,301.089999999931,613.6649142857143,616.2649714285715,366.9739563249415,none,False,8.0,left,down,left,274.4199999999637,none,False,8.0,left,down
60,LTR,English,20,3,5,006.png,007.png,-154,267,154,-267,007.png,196.6226999647915,3016.3806000491604,undefined,"(7, 1)",right,1.0,right,up,left,False,right,221.13000000001648,1118.9676000000002,235.5881625,402.9885098164335,none,False,1.0,right,up,right,194.3899999999985,none,False,1.0,right,up
60,LTR,English,21,3,3,008.png,009.png,-154,-267,154,267,008.png,212.4010999687016,1241.9371999567377,undefined,"(11, 5)",left,11.0,left,up,left,True,left,241.21000000002368,732.003323076923,213.52285384615385,392.34667938653934,none,False,11.0,left,up,left,207.7000000000453,none,False,11.0,left,up
60,LTR,English,22,3,4,010.png,011.png,0,-308,0,308,010.png,233.951999922283,1172.038699965924,undefined,"(12, 6)",left,12.0,,up,left,True,left,241.27999999996064,896.216,211.6335,397.6979482003264,none,False,12.0,,up,left,221.0699999999406,none,False,12.0,,up
60,LTR,English,23,3,1,012.png,013.png,-308,0,308,0,012.png,200.29409998096529,1303.4376000287011,undefined,"(9, 3)",left,9.0,left,,left,True,left,234.19999999998709,551.857324137931,520.0913172413793,367.96187525481764,none,False,9.0,left,,left,187.63000000001284,none,False,9.0,left,
60,LTR,English,24,3,2,014.png,015.png,-267,-154,267,154,014.png,192.48119997791943,3187.205799971707,undefined,"(10, 4)",left,10.0,left,up,left,True,left,227.22999999996318,582.9127111111111,411.98279999999994,415.88460614712216,none,False,10.0,left,up,left,180.65999999998894,none,False,10.0,left,up
60,LTR,English,25,4,4,000.png,001.png,0,-308,0,308,000.png,268.0263000074774,3685.891899978742,undefined,"(12, 6)",left,12.0,,up,left,True,left,288.20999999993546,869.9529142857142,238.068,416.00376935648865,none,False,12.0,,up,left,261.41999999993004,none,False,12.0,,up
60,LTR,English,26,4,1,002.png,003.png,-308,0,308,0,002.png,217.31440001167357,1420.2830999856817,undefined,"(9, 3)",left,9.0,left,,left,True,left,241.26999999998588,589.30992,509.88203999999996,414.3848117785319,none,False,9.0,left,,left,207.7600000000075,none,False,9.0,left,
60,LTR,English,27,4,5,004.png,005.png,-154,267,154,-267,005.png,228.5658000037074,697.3393000662327,undefined,"(7, 1)",right,1.0,right,up,left,False,right,247.7999999999838,1097.3567999999998,278.296992,393.66257812758215,none,False,1.0,right,up,right,220.9500000000162,none,False,1.0,right,up
60,LTR,English,28,4,6,006.png,007.png,-267,154,267,-154,007.png,216.69099992141128,1314.529300085269,undefined,"(8, 2)",right,2.0,right,up,left,False,right,234.61999999994987,1217.8085333333333,410.16600000000005,417.571780032496,none,False,2.0,right,up,right,200.870000000009,none,False,2.0,right,up
60,LTR,English,29,4,3,008.png,009.png,-154,-267,154,267,008.png,272.1982999937609,1867.509900010191,undefined,"(11, 5)",left,11.0,left,up,left,True,left,308.1600000000435,714.6620160000001,212.82458400000002,387.2183461891246,none,False,11.0,left,up,left,261.3499999999931,none,False,11.0,left,up
60,LTR,English,30,4,2,010.png,011.png,-267,-154,267,154,010.png,206.26080001238736,1479.8127999529245,undefined,"(10, 4)",left,10.0,left,up,left,True,left,214.7899999999936,650.56896,362.4270171428571,410.4534581597753,none,False,10.0,left,up,left,194.7099999999864,none,False,10.0,left,up
60,LTR,English,31,5,3,012.png,013.png,-154,-267,154,267,012.png,203.1784999417141,1095.7373999990525,undefined,"(11, 5)",left,11.0,left,up,left,True,left,221.37000000009266,695.00288,256.2858,359.6676712739518,none,False,11.0,left,up,left,194.58000000008724,none,False,11.0,left,up
60,LTR,English,32,5,4,014.png,015.png,0,-308,0,308,014.png,214.58030003122985,813.7591000413522,undefined,"(12, 6)",left,12.0,,up,left,True,left,234.24999999997453,906.0632150943397,179.0328226415094,365.79370142701356,none,False,12.0,,up,left,207.22000000000662,none,False,12.0,,up
60,LTR,English,33,5,2,000.png,001.png,-267,-154,267,154,000.png,221.28130006603897,742.0409000478685,undefined,"(10, 4)",left,10.0,left,up,left,True,left,234.44000000006326,600.0846545454546,329.00334545454547,427.259571531107,none,False,10.0,left,up,left,207.5800000000072,none,False,10.0,left,up
60,LTR,English,34,5,1,002.png,003.png,-308,0,308,0,002.png,225.43829993810505,1286.4530999213457,undefined,"(9, 3)",left,9.0,left,,left,True,left,274.95999999996457,532.3424542372882,477.8494779661017,372.67870197271526,none,False,9.0,left,,left,214.29000000000542,none,False,9.0,left,
60,LTR,English,35,5,6,004.png,005.png,-267,154,267,-154,004.png,242.55790002644065,677.0635999273509,undefined,"(8, 2)",left,8.0,left,down,left,True,left,301.7600000000584,679.1932235294119,595.3442823529413,403.1140686591897,none,False,8.0,left,down,left,234.73999999998796,none,False,8.0,left,down
60,LTR,English,36,5,5,006.png,007.png,-154,267,154,-267,007.png,304.30159997195005,739.3582999939099,undefined,"(7, 1)",right,1.0,right,up,left,False,right,328.25000000002547,1164.8988,276.70005000000003,394.1379880374418,none,False,1.0,right,up,right,294.6800000000849,none,False,1.0,right,up
60,LTR,English,37,6,3,008.png,009.png,-154,-267,154,267,008.png,321.77879998926073,2333.106799982488,undefined,"(11, 5)",left,11.0,left,up,left,True,left,341.62000000003445,715.7217882352941,243.918,444.32906014293144,none,False,11.0,left,up,left,314.7599999999784,none,False,11.0,left,up
60,LTR,English,38,6,6,010.png,011.png,-267,154,267,-154,011.png,240.6860999763012,638.4035999653861,undefined,"(8, 2)",right,2.0,right,up,left,False,right,254.45000000001983,1222.5968842105265,338.2159263157895,404.9069901062001,none,False,2.0,right,up,right,234.31000000005042,none,False,2.0,right,up
60,LTR,English,39,6,4,012.png,013.png,0,-308,0,308,012.png,789.2462000017986,1277.5029999902472,undefined,"(12, 6)",left,12.0,,up,left,True,left,797.1200000000636,896.3212799999999,256.928976,366.55542098845973,none,False,12.0,,up,left,776.7900000000054,none,False,12.0,,up
60,LTR,English,40,6,2,014.png,015.png,-267,-154,267,154,014.png,197.5170000223443,745.3672999981791,undefined,"(10, 4)",left,10.0,left,up,left,True,left,227.7800000000525,658.0772000000001,399.854925,362.4791766887851,none,False,10.0,left,up,left,187.6200000000381,none,False,10.0,left,up
60,LTR,English,41,6,5,000.png,001.png,-154,267,154,-267,000.png,241.1091000540182,563.1668000714853,undefined,"(7, 1)",left,7.0,left,down,left,True,left,268.01000000000386,723.7883076923076,691.8172615384616,390.58610102485085,none,False,7.0,left,down,left,234.55999999998767,none,False,7.0,left,down
60,LTR,English,42,6,1,002.png,003.png,-308,0,308,0,002.png,203.50290008354932,857.2459999704733,undefined,"(9, 3)",left,9.0,left,,left,True,left,227.53999999997632,594.0778666666666,542.7592,381.1473884241279,none,False,9.0,left,,left,194.28000000004886,none,False,9.0,left,
60,LTR,English,43,7,2,004.png,005.png,-267,-154,267,154,004.png,223.10249996371567,1452.1987000480294,undefined,"(10, 4)",left,10.0,left,up,left,True,left,241.26999999998588,624.3066739726028,324.8685863013698,411.02191494072247,none,False,10.0,left,up,left,207.5800000000072,none,False,10.0,left,up
60,LTR,English,44,7,6,006.png,007.png,-267,154,267,-154,007.png,215.97759996075183,1269.3285000277683,undefined,"(8, 2)",right,2.0,right,up,left,False,right,234.50000000002547,1246.8496,358.91010000000006,395.6886961219137,none,False,2.0,right,up,right,207.6399999999694,none,False,2.0,right,up
60,LTR,English,45,7,4,008.png,009.png,0,-308,0,308,008.png,251.17489998228848,2992.97830008436,undefined,"(12, 6)",left,12.0,,up,left,True,left,294.6799999999712,932.7131076923076,271.6162615384615,375.16339685282827,none,False,12.0,,up,left,240.95999999997275,none,False,12.0,,up
60,LTR,English,46,7,1,010.png,011.png,-308,0,308,0,010.png,203.1196999596432,637.4250999651849,undefined,"(9, 3)",left,9.0,left,,left,True,left,227.7199999999766,564.3949090909091,541.3038545454546,395.6712455528311,none,False,9.0,left,,left,194.3899999999985,none,False,9.0,left,
60,LTR,English,47,7,3,012.png,013.png,-154,-267,154,267,012.png,196.01029995828867,662.9850000608712,undefined,"(11, 5)",left,11.0,left,up,left,True,left,220.94000000015512,733.3472,298.51064999999994,376.1183185325975,none,False,11.0,left,up,left,187.5,none,False,11.0,left,up
60,LTR,English,48,7,5,014.png,015.png,-154,267,154,-267,014.png,245.794799993746,1288.370999973267,undefined,"(7, 1)",left,7.0,left,down,left,True,right,381.4700000000357,1126.8713411764707,218.52254117647058,362.2068484135386,none,False,1.0,right,up,left,234.74000000010165,none,False,7.0,left,down
62,LTR,English,1,0,3,000.png,001.png,-154,-267,154,267,000.png,216.70270000000164,1159.5954000000056,undefined,"(11, 5)",left,11.0,left,up,left,True,left,227.72000000000503,736.5711567567567,265.8358702702703,393.1292586898417,none,False,11.0,left,up,left,207.67000000000024,none,False,11.0,left,up
62,LTR,English,2,0,6,002.png,003.png,-267,154,267,-154,002.png,359.5142000000051,629.6045000000013,undefined,"(8, 2)",left,8.0,left,down,left,True,left,394.94999999999436,571.3731692307693,675.996923076923,389.53033766620035,none,False,8.0,left,down,left,348.28999999999866,none,False,8.0,left,down
62,LTR,English,3,0,4,004.png,005.png,0,-308,0,308,004.png,255.7476999999999,677.9170000000086,undefined,"(12, 6)",left,12.0,,up,left,True,left,274.6800000000036,978.9489230769233,164.37572307692307,376.3808746605075,none,False,12.0,,up,left,247.90000000000134,none,False,12.0,,up
62,LTR,English,4,0,1,006.png,007.png,-308,0,308,0,006.png,207.93589999999676,540.3450999999914,undefined,"(9, 3)",left,9.0,left,,left,True,left,221.49000000000285,536.3536,483.6636,427.3757856944167,none,False,9.0,left,,left,194.2900000000094,none,False,9.0,left,
62,LTR,English,5,0,2,008.png,009.png,-267,-154,267,154,008.png,202.71249999997963,3983.625499999994,undefined,"(10, 4)",left,10.0,left,up,left,True,left,234.2000000000013,551.0452,328.02885,458.79456004795145,none,False,10.0,left,up,left,187.59000000000015,none,False,10.0,left,up
62,LTR,English,6,0,5,010.png,011.png,-154,267,154,-267,011.png,249.65549999999348,490.5975000000035,undefined,"(7, 1)",right,1.0,right,up,left,False,right,281.3899999999876,1122.716611764706,256.3824705882353,416.66550785726645,none,False,1.0,right,up,right,241.1899999999889,none,False,1.0,right,up
62,LTR,English,7,1,4,012.png,013.png,0,-308,0,308,012.png,216.84700000000885,478.4511000000057,undefined,"(12, 6)",left,12.0,,up,left,True,left,227.71000000000186,894.61248,209.722176,405.44908210268875,none,False,12.0,,up,left,200.5099999999942,none,False,12.0,,up
62,LTR,English,8,1,1,014.png,015.png,-308,0,308,0,014.png,219.22289999997884,383.486699999994,undefined,"(9, 3)",left,9.0,left,,left,True,left,254.22000000000367,556.9947428571428,580.3296685714286,440.20403864513617,none,False,9.0,left,,left,207.579999999993,none,False,9.0,left,
62,LTR,English,9,1,5,000.png,001.png,-154,267,154,-267,001.png,256.89599999999336,440.0056000000041,undefined,"(7, 1)",right,1.0,right,up,left,False,right,281.36999999999546,1090.9242181818183,232.76487272727272,391.3722624419255,none,False,1.0,right,up,right,247.75999999999954,none,False,1.0,right,up
62,LTR,English,10,1,2,002.png,003.png,-267,-154,267,154,002.png,212.69470000002184,709.8155999999872,undefined,"(10, 4)",left,10.0,left,up,left,True,left,254.5199999999994,577.6704000000001,363.7818,445.6990194634967,none,False,10.0,left,up,left,200.91999999999643,none,False,10.0,left,up
62,LTR,English,11,1,6,004.png,005.png,-267,154,267,-154,004.png,222.22490000000107,2478.2891999999993,undefined,"(8, 2)",left,8.0,left,down,left,True,left,274.6500000000083,609.9283862068966,667.1484,434.74268321008094,none,False,8.0,left,down,left,214.0100000000018,none,False,8.0,left,down
62,LTR,English,12,1,3,006.png,007.png,-154,-267,154,267,006.png,240.2153999999864,354.5541000000085,undefined,"(11, 5)",left,11.0,left,up,left,True,left,254.52999999998838,734.6102857142857,292.52674285714284,437.5669922444591,none,False,11.0,left,up,left,227.23999999999478,none,False,11.0,left,up
62,LTR,English,13,2,6,008.png,009.png,-267,154,267,-154,009.png,267.5046999999904,518.2644999999902,undefined,"(8, 2)",right,2.0,right,up,left,False,right,288.2200000000239,1238.4581485714286,489.1770514285714,396.59968443439607,none,False,2.0,right,up,right,254.82000000002358,none,False,2.0,right,up
62,LTR,English,14,2,5,010.png,011.png,-154,267,154,-267,010.png,6.3650999999954365,473.32260000001406,undefined,"(7, 1)",left,7.0,left,down,left,True,right,287.65999999998826,1181.3957485714286,329.93197714285714,422.6002605355102,none,False,1.0,right,up,left,0.0,first_fix_anticipatory,True,,,
62,LTR,English,15,2,4,012.png,013.png,0,-308,0,308,013.png,141.61960000000545,372.4429999999993,undefined,"(12, 6)",right,6.0,,down,left,False,left,247.64999999999304,961.1328000000002,342.33732000000003,406.4823674386671,none,False,12.0,,up,right,127.22999999999729,none,False,6.0,,down
62,LTR,English,16,2,3,014.png,015.png,-154,-267,154,267,014.png,205.7697000000044,1023.0885000000126,undefined,"(11, 5)",left,11.0,left,up,left,True,left,227.73999999998296,687.0215314285715,272.1408685714286,437.069180178602,none,False,11.0,left,up,left,194.32999999997946,none,False,11.0,left,up
62,LTR,English,17,2,1,000.png,001.png,-308,0,308,0,000.png,216.21470000004047,328.0819999999949,undefined,"(9, 3)",left,9.0,left,,left,True,left,241.12000000002354,558.1555199999999,642.0816,429.73277902027036,none,False,9.0,left,,left,200.9299999999996,none,False,9.0,left,
62,LTR,English,18,2,2,002.png,003.png,-267,-154,267,154,002.png,279.2418999999936,384.49009999999544,undefined,"(10, 4)",left,10.0,left,up,left,True,left,301.479999999998,567.0813957446809,362.22005106382977,415.08970727374776,none,False,10.0,left,up,left,268.0000000000007,none,False,10.0,left,up
62,LTR,English,19,3,3,004.png,005.png,-154,-267,154,267,004.png,272.7196999999869,400.1113000000478,undefined,"(11, 5)",left,11.0,left,up,left,True,left,261.5700000000061,689.2700689655172,288.03823448275864,407.5432677232966,none,False,11.0,left,up,left,261.5700000000061,none,False,11.0,left,up
62,LTR,English,20,3,5,006.png,007.png,-154,267,154,-267,007.png,230.3066000000108,420.07709999996587,undefined,"(7, 1)",right,1.0,right,up,left,False,right,187.56000000001904,1062.34368,364.28076,412.51249415750056,none,False,1.0,right,up,right,214.10000000000196,none,False,1.0,right,up
62,LTR,English,21,3,2,008.png,009.png,-267,-154,267,154,008.png,223.6702000000223,419.04099999999744,undefined,"(10, 4)",left,10.0,left,up,left,True,left,261.17999999999597,592.670652631579,310.979747368421,431.8708608571291,none,False,10.0,left,up,left,214.13999999998623,none,False,10.0,left,up
62,LTR,English,22,3,4,010.png,011.png,0,-308,0,308,010.png,249.1992999999784,358.3085999999894,undefined,"(12, 6)",left,12.0,,up,left,True,left,267.54999999999995,920.6345142857142,137.85768,399.1082436086368,none,False,12.0,,up,left,241.14000000000146,none,False,12.0,,up
62,LTR,English,23,3,6,012.png,013.png,-267,154,267,-154,012.png,223.3704000000143,410.53410000001895,undefined,"(8, 2)",left,8.0,left,down,left,True,left,240.52999999997837,617.3166545454544,699.4202727272727,427.44088708074656,none,False,8.0,left,down,left,214.23999999998955,none,False,8.0,left,down
