CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	USER
136594	921.73505	2886586537937	0.48179	0.54035	921.35327	0.38177	1907	1	0.53955	0.63596	1	0.36113	1.07287	1	0.45034	0.85441	1	0.37049	0.59205	17.04321	0.95713	1	0.61183	0.59488	12.62941	0.94406	1	-0.03279	-0.02025	0.66168	0.00421	1	0.02730	-0.01969	0.63555	0.00303	1	0.42227	0.47361	0	
136595	921.74152	2886586602905	0.47024	0.59652	921.35327	0.38177	1907	0	0.49834	0.75896	1	0.26877	1.12653	1	0.38355	0.94274	1	0.37039	0.59229	15.57591	0.95082	1	0.61107	0.59557	7.72892	0.93775	1	-0.03279	-0.02025	0.66168	0.00404	1	0.02730	-0.01969	0.63555	0.00259	1	0.42227	0.47361	0	START_TRIAL
136596	921.74841	2886586671727	0.36946	0.85952	921.35327	0.38177	1907	0	0.49834	0.75896	0	0.26869	1.12252	1	0.26869	1.12252	1	0.37039	0.59229	15.57591	0.94451	0	0.37018	0.59248	14.25666	0.94451	1	-0.03279	-0.02025	0.66168	0.00404	1	-0.03279	-0.01995	0.66169	0.00396	1	0.42227	0.47361	0	
136597	921.75476	2886586735200	0.35694	0.89973	921.35327	0.38177	1907	0	0.49834	0.75896	0	0.33189	0.98016	1	0.33189	0.98016	1	0.37039	0.59229	15.57591	0.94451	0	0.37043	0.59314	13.16469	0.95758	1	-0.03279	-0.02025	0.66168	0.00404	1	-0.03279	-0.01995	0.66169	0.00382	1	0.42227	0.47361	0	IMAGE_START_F000.PNG
136598	921.76117	2886586799108	0.31570	1.03194	921.35327	0.38177	1907	0	0.49834	0.75896	0	0.34653	0.99314	1	0.34653	0.99314	1	0.37039	0.59229	15.57591	0.95758	0	0.37050	0.59285	12.89554	0.97065	1	-0.03279	-0.02025	0.66168	0.00404	1	-0.03279	-0.01995	0.66169	0.00384	1	0.42227	0.47361	0	
136599	921.76807	2886586868133	0.33155	1.00791	921.35327	0.38177	1907	0	0.49834	0.75896	0	0.34739	0.98389	1	0.34739	0.98389	1	0.37039	0.59229	15.57591	0.97065	0	0.37056	0.59244	13.02203	0.98373	1	-0.03279	-0.02025	0.66168	0.00404	1	-0.03239	-0.01955	0.65345	0.00378	1	0.42227	0.47361	0	
136600	921.77509	2886586938081	0.34471	0.94691	921.35327	0.38177	1907	0	0.49834	0.75896	0	0.37105	0.82491	1	0.37105	0.82491	1	0.37039	0.59229	15.57591	0.98373	0	0.37038	0.59128	14.77029	0.98373	1	-0.03279	-0.02025	0.66168	0.00404	1	-0.03239	-0.01955	0.65345	0.00399	1	0.42227	0.47361	0	
136601	921.78174	2886587005046	0.36480	0.84586	921.35327	0.38177	1907	0	0.49834	0.75896	0	0.37597	0.72879	1	0.37597	0.72879	1	0.37039	0.59229	15.57591	0.98373	0	0.37045	0.59079	15.57317	0.98373	1	-0.03279	-0.02025	0.66168	0.00404	1	-0.03239	-0.01955	0.65345	0.00412	1	0.42227	0.47361	0	
136602	921.78796	2886587067123	0.37039	0.78733	921.35327	0.38177	1907	0	0.49834	0.75896	0	0.37597	0.72879	1	0.37597	0.72879	1	0.37039	0.59229	15.57591	0.98373	0	0.37029	0.59014	16.69963	0.98373	1	-0.03279	-0.02025	0.66168	0.00404	1	-0.03307	-0.01986	0.66717	0.00416	1	0.42227	0.47361	0	
136603	921.79492	2886587136879	0.36953	0.73559	921.35327	0.38177	1907	0	0.49834	0.75896	0	0.36782	0.63212	1	0.36782	0.63212	1	0.37039	0.59229	15.57591	0.98373	0	0.37043	0.58940	18.03012	0.98373	1	-0.03279	-0.02025	0.66168	0.00404	1	-0.03307	-0.01986	0.66717	0.00423	1	0.42227	0.47361	0	
136604	921.80188	2886587206112	0.37823	0.64666	921.35327	0.38177	1907	0	0.49834	0.75896	0	0.39089	0.57907	1	0.39089	0.57907	1	0.37039	0.59229	15.57591	0.98373	0	0.37036	0.58904	18.92705	0.98373	1	-0.03279	-0.02025	0.66168	0.00404	1	-0.03307	-0.01986	0.66717	0.00414	1	0.42227	0.47361	0	
136605	921.80865	2886587273808	0.38456	0.61287	921.35327	0.38177	1907	0	0.49834	0.75896	0	0.39089	0.57907	1	0.39089	0.57907	1	0.37039	0.59229	15.57591	0.98373	0	0.37027	0.58886	19.52319	0.98373	1	-0.03279	-0.02025	0.66168	0.00404	1	-0.03279	-0.01965	0.66169	0.00414	1	0.42227	0.47361	0	
136606	921.81476	2886587335080	0.38973	0.61386	921.35327	0.38177	1907	0	0.49834	0.75896	0	0.40008	0.61586	1	0.40008	0.61586	1	0.37039	0.59229	15.57591	0.98373	0	0.37045	0.58796	19.48300	0.98373	1	-0.03279	-0.02025	0.66168	0.00404	1	-0.03279	-0.01965	0.66169	0.00422	1	0.42227	0.47361	0	
136607	921.82178	2886587405100	0.39501	0.60635	921.80188	0.01990	1908	1	0.49834	0.75896	0	0.41085	0.58382	1	0.41085	0.58382	1	0.37039	0.59229	15.57591	0.98373	0	0.37050	0.58790	19.46960	0.98373	1	-0.03279	-0.02025	0.66168	0.00404	1	-0.03279	-0.01965	0.66169	0.00421	1	0.42227	0.47361	0	
136608	921.82880	2886587475678	0.39800	0.60338	921.80188	0.02692	1908	1	0.49834	0.75896	0	0.40996	0.59149	1	0.40996	0.59149	1	0.37039	0.59229	15.57591	0.98373	0	0.37056	0.58795	19.45599	0.97683	1	-0.03279	-0.02025	0.66168	0.00404	1	-0.03174	-0.01895	0.64130	0.00420	1	0.42227	0.47361	0	
136609	921.83502	2886587537930	0.38924	0.60227	921.80188	0.03314	1908	1	0.49834	0.75896	0	0.34542	0.59671	1	0.34542	0.59671	1	0.37039	0.59229	15.57591	0.97683	0	0.37069	0.58785	19.58328	0.96993	1	-0.03279	-0.02025	0.66168	0.00404	1	-0.03174	-0.01895	0.64130	0.00422	1	0.42227	0.47361	0	
136610	921.84174	2886587605081	0.38400	0.60265	921.80188	0.03986	1908	1	0.49834	0.75896	0	0.35257	0.60496	1	0.35257	0.60496	1	0.37039	0.59229	15.57591	0.96993	0	0.37068	0.58787	19.21032	0.96303	1	-0.03279	-0.02025	0.66168	0.00404	1	-0.03174	-0.01895	0.64130	0.00424	1	0.42227	0.47361	0	
136611	921.84869	2886587674272	0.38911	0.61239	921.80188	0.04681	1908	1	0.49775	0.74840	1	0.35203	0.61270	1	0.42489	0.68055	1	0.37082	0.58801	19.45077	0.96303	1	0.61287	0.58957	16.92501	0.95613	1	-0.03260	-0.01950	0.65976	0.00417	1	0.02763	-0.01924	0.63980	0.00380	1	0.42227	0.47361	0	
136612	921.85522	2886587739588	0.39870	0.60094	921.80188	0.05334	1908	1	0.51758	0.46622	1	0.43335	0.55255	1	0.47547	0.50939	1	0.37098	0.58800	19.25124	0.95613	1	0.61310	0.58950	17.26851	0.95613	1	-0.03260	-0.01950	0.65976	0.00419	1	0.02763	-0.01924	0.63980	0.00378	1	0.42227	0.47361	0	
136613	921.86200	2886587807570	0.40744	0.59499	921.80188	0.06012	1908	1	0.52528	0.49259	1	0.44682	0.59028	1	0.48605	0.54143	1	0.37113	0.58841	19.75756	0.95613	1	0.61317	0.58974	17.22002	0.95613	1	-0.03260	-0.01950	0.65976	0.00415	1	0.02763	-0.01924	0.63980	0.00392	1	0.42227	0.47361	0	
136614	921.86902	2886587877867	0.41459	0.59012	921.80188	0.06714	1908	1	0.52528	0.49259	1	0.44682	0.59028	1	0.48605	0.54143	1	0.37110	0.58855	19.78739	0.95613	1	0.61327	0.59008	17.16815	0.95613	1	-0.03216	-0.01944	0.65292	0.00413	1	0.02752	-0.01924	0.63507	0.00380	1	0.42227	0.47361	0	
136615	921.87561	2886587943580	0.42126	0.58302	921.80188	0.07373	1908	1	0.51420	0.50147	1	0.47512	0.50832	1	0.49466	0.50489	1	0.37134	0.58879	19.32956	0.95613	1	0.61332	0.59051	17.31949	0.95613	1	-0.03216	-0.01944	0.65292	0.00418	1	0.02752	-0.01924	0.63507	0.00371	1	0.42227	0.47361	0	
136616	921.88220	2886588009573	0.42434	0.57790	921.80188	0.08032	1908	1	0.48924	0.46816	1	0.43342	0.56459	1	0.46133	0.51638	1	0.37139	0.58885	19.40078	0.95613	1	0.61337	0.59097	17.13337	0.95613	1	-0.03216	-0.01944	0.65292	0.00420	1	0.02752	-0.01924	0.63507	0.00392	1	0.42227	0.47361	0	
136617	921.88916	2886588078908	0.42698	0.57350	921.80188	0.08728	1908	1	0.48924	0.46816	1	0.43342	0.56459	1	0.46133	0.51638	1	0.37146	0.58945	19.72389	0.95613	1	0.61373	0.59120	17.05892	0.95613	1	-0.03186	-0.01956	0.64870	0.00417	1	0.02812	-0.01984	0.64666	0.00379	1	0.42227	0.47361	0	
136618	921.89575	2886588145268	0.43067	0.57122	921.80188	0.09387	1908	1	0.52118	0.52572	1	0.44334	0.55291	1	0.48226	0.53931	1	0.37181	0.58985	19.68817	0.95613	1	0.61390	0.59153	17.34584	0.95613	1	-0.03186	-0.01956	0.64870	0.00419	1	0.02812	-0.01984	0.64666	0.00369	1	0.42227	0.47361	0	
136619	921.90247	2886588212265	0.43444	0.56816	921.80188	0.10059	1908	1	0.53230	0.48971	1	0.44978	0.55469	1	0.49104	0.52220	1	0.37181	0.58995	19.27541	0.95613	1	0.61400	0.59206	17.12687	0.95613	1	-0.03186	-0.01956	0.64870	0.00419	1	0.02812	-0.01984	0.64666	0.00384	1	0.42227	0.47361	0	
136620	921.90918	2886588279391	0.43777	0.56546	921.80188	0.10730	1908	1	0.53230	0.48971	1	0.44978	0.55469	1	0.49104	0.52220	1	0.37190	0.59062	19.95869	0.95613	1	0.61414	0.59239	17.51355	0.95613	1	-0.03229	-0.02003	0.65944	0.00415	1	0.02816	-0.02004	0.64534	0.00366	1	0.42227	0.47361	0	
136621	921.91595	2886588346859	0.46445	0.54602	921.80188	0.10730	1908	0	0.49786	0.51755	1	0.43555	0.58856	1	0.46671	0.55305	1	0.37212	0.59084	19.10993	0.95613	1	0.61418	0.59302	17.17582	0.95613	1	-0.03229	-0.02003	0.65944	0.00425	1	0.02816	-0.02004	0.64534	0.00383	1	0.42227	0.47361	0	
136622	921.92267	2886588414363	0.47182	0.51822	921.80188	0.10730	1908	0	0.48638	0.49992	1	0.47201	0.48094	1	0.47920	0.49043	1	0.37218	0.59139	20.02617	0.95613	1	0.61415	0.59302	16.89174	0.95613	1	-0.03229	-0.02003	0.65944	0.00419	1	0.02816	-0.02004	0.64534	0.00390	1	0.42227	0.47361	0	
136623	921.92920	2886588479761	0.47409	0.51024	921.80188	0.10730	1908	0	0.48638	0.49992	1	0.47084	0.48863	1	0.47861	0.49428	1	0.37239	0.59153	19.38050	0.95613	1	0.61456	0.59370	17.44217	0.94996	1	-0.03212	-0.02024	0.65813	0.00423	1	0.02729	-0.01955	0.62220	0.00368	1	0.42227	0.47361	0	
136624	921.93604	2886588547799	0.47599	0.52173	921.91595	0.02008	1909	1	0.51168	0.55355	1	0.45175	0.55884	1	0.48172	0.55619	1	0.37261	0.59193	19.32585	0.94996	1	0.61472	0.59418	17.24644	0.94378	1	-0.03212	-0.02024	0.65813	0.00416	1	0.02729	-0.01955	0.62220	0.00375	1	0.42227	0.47361	0	
