CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	USER
577256	3881.15918	5978234734618	0.54330	0.54407	3881.08545	0.07373	2349	1	0.54198	0.54554	1	0.51131	0.59823	1	0.52665	0.57189	1	0.35634	0.47252	21.61913	0.94730	1	0.64682	0.46633	21.16411	0.94105	1	-0.03549	0.00366	0.64139	0.00388	1	0.03519	0.00462	0.62159	0.00400	1	1.38789	0.38125	0	START_TRIAL
577257	3881.16602	5978234801859	0.54313	0.54451	3881.08545	0.08057	2349	1	0.53537	0.52081	1	0.54685	0.57867	1	0.54111	0.54974	1	0.35658	0.47202	20.89935	0.94105	1	0.64683	0.46618	20.94343	0.93479	1	-0.03549	0.00366	0.64139	0.00393	1	0.03519	0.00462	0.62159	0.00403	1	1.38789	0.38125	0	
577258	3881.17285	5978234869214	0.54295	0.54455	3881.08545	0.08740	2349	1	0.53532	0.51983	1	0.54609	0.57030	1	0.54071	0.54507	1	0.35678	0.47170	21.09629	0.94183	1	0.64721	0.46592	20.99806	0.94183	1	-0.03675	0.00401	0.66868	0.00393	1	0.03631	0.00487	0.63724	0.00397	1	1.38789	0.38125	0	
577259	3881.17944	5978234936066	0.54095	0.54565	3881.08545	0.09399	2349	1	0.51418	0.58910	1	0.51171	0.53301	1	0.51294	0.56105	1	0.35714	0.47163	21.10892	0.94886	1	0.64755	0.46572	21.30689	0.95512	1	-0.03675	0.00401	0.66868	0.00393	1	0.03631	0.00487	0.63724	0.00393	1	1.38789	0.38125	0	
577260	3881.18604	5978235003300	0.53997	0.54389	3881.08545	0.10059	2349	1	0.52410	0.54177	1	0.52628	0.49325	1	0.52519	0.51751	1	0.35723	0.47158	21.30314	0.96215	1	0.64766	0.46570	21.10263	0.96841	1	-0.03675	0.00401	0.66868	0.00394	1	0.03631	0.00487	0.63724	0.00396	1	1.38789	0.38125	0	
577261	3881.19238	5978235066372	0.53907	0.54209	3881.08545	0.10693	2349	1	0.52410	0.54182	1	0.52543	0.48463	1	0.52477	0.51323	1	0.35742	0.47133	21.35922	0.96211	1	0.64785	0.46569	21.63411	0.97536	1	-0.03448	0.00387	0.62908	0.00392	1	0.03732	0.00504	0.65231	0.00393	1	1.38789	0.38125	0	
577262	3881.19946	5978235137412	0.53977	0.54178	3881.08545	0.11401	2349	1	0.54692	0.49901	1	0.55620	0.57424	1	0.55156	0.53662	1	0.35758	0.47087	20.80521	0.96203	1	0.64797	0.46560	21.95904	0.96902	1	-0.03448	0.00387	0.62908	0.00400	1	0.03732	0.00504	0.65231	0.00392	1	1.38789	0.38125	0	
577263	3881.20581	5978235200510	0.54053	0.54000	3881.08545	0.12036	2349	1	0.55477	0.46272	1	0.55369	0.55320	1	0.55423	0.50796	1	0.35761	0.47080	21.11435	0.95569	1	0.64809	0.46528	21.26935	0.96268	1	-0.03448	0.00387	0.62908	0.00394	1	0.03732	0.00504	0.65231	0.00397	1	1.38789	0.38125	0	
577264	3881.21313	5978235272117	0.54123	0.53861	3881.08545	0.12769	2349	1	0.55477	0.46278	1	0.55438	0.56151	1	0.55457	0.51214	1	0.35763	0.47077	21.35457	0.95564	1	0.64800	0.46496	20.78247	0.95564	1	-0.03546	0.00408	0.64793	0.00393	1	0.03659	0.00508	0.63880	0.00397	1	1.38789	0.38125	0	
577265	3881.21973	5978235338813	0.54176	0.53904	3881.08545	0.13428	2349	1	0.55338	0.54603	1	0.55117	0.54921	1	0.55227	0.54762	1	0.35768	0.47060	21.56431	0.96194	1	0.64798	0.46487	21.23061	0.95495	1	-0.03546	0.00408	0.64793	0.00397	1	0.03659	0.00508	0.63880	0.00396	1	1.38789	0.38125	0	
