"BLOCK_SIZE","DEADLINE_MS","NUM_BLOCKS","acc","accuracy","average_response_time","avg_rt","background","block_index","canvas_backend","central_fixation","clock_backend","color_backend","coordinates","correct","correct_Circle","correct_response_prompt","count_Circle","count_calibration_note","count_epilogue","count_experiment","count_fixation","count_fixation_cross_inline_script","count_goodbye","count_init_experiment","count_instructions","count_iti","count_language_selection","count_log_trial","count_new_1_pygaze_log","count_new_1_sketchpad","count_new_2_pygaze_log","count_new_advanced_delay","count_new_pygaze_init","count_new_pygaze_log","count_new_pygaze_start_recording","count_new_pygaze_stop_recording","count_new_sketchpad","count_position_randomization_inline_script","count_prime_display","count_record_response","count_response_prompt","count_set_prime","count_stimulus_display","count_stimulus_positions_inline_script","count_trial_loop","count_trial_sequence","count_trigger_fixation","count_trigger_stimulus","count_welcome","d","datetime","delay_new_advanced_delay","description","disable_garbage_collection","experiment_file","experiment_path","first_fix_rt","first_fix_side","first_fix_x","first_fix_y","fixation_found","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","group","gx","gy","height","idx","img_left","img_right","key","keyboard_backend","lang","live_row","live_row_trial_loop","logfile","margin","mouse_backend","mouse_simulation","onset","opensesame_codename","opensesame_version","pos","position","prime_condition","prime_index","prime_lang","prime_text","repeat_cycle","response","response_Circle","response_count","response_new_1_sketchpad","response_new_sketchpad","response_response_prompt","response_time","response_time_Circle","response_time_new_1_sketchpad","response_time_new_sketchpad","response_time_response_prompt","round_decimals","sampler_backend","seq","show_prime","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","t0","target_x_left","target_x_right","target_y_left","target_y_right","time_Circle","time_calibration_note","time_epilogue","time_experiment","time_fixation","time_fixation_cross_inline_script","time_goodbye","time_init_experiment","time_instructions","time_iti","time_language_selection","time_log_trial","time_new_1_pygaze_log","time_new_1_sketchpad","time_new_2_pygaze_log","time_new_advanced_delay","time_new_pygaze_init","time_new_pygaze_log","time_new_pygaze_start_recording","time_new_pygaze_stop_recording","time_new_sketchpad","time_position_randomization_inline_script","time_prime_display","time_record_response","time_response_prompt","time_set_prime","time_stimulus_display","time_stimulus_positions_inline_script","time_trial_loop","time_trial_sequence","time_trigger_fixation","time_trigger_stimulus","time_welcome","title","total_correct","total_response_time","total_responses","trial_nr","txt_calibration","txt_goodbye","txt_instructions","txt_response_prompt","txt_welcome","ui_language","width","xL","xR","x_left","x_right","yL","yR","y_left","y_right"
"6","5000","8","undefined","undefined","undefined","undefined","#1a1a1a","0","legacy","True","legacy","legacy","uniform","undefined","undefined","undefined","0","NA","0","0","0","0","0","0","0","NA","0","0","0","NA","0","0","0","0","0","0","NA","0","0","0","0","0","0","0","0","0","0","0","0","22.738994743796365","Sun Aug 23 18:16:13 2026","1000","The main experiment item","False","V7_AttentionalSpatialBias_ (1).osexp","C:\Users\plcm\Downloads","322.0","000.png","574.27968","457.56576","True","False","mono","False","18","no","white","no","yes","RTL","574.27968","457.56576","864","0","000.png","001.png","3","legacy","Arabic","0","0","C:\Users\plcm\Downloads\subject-110.csv","150","legacy","no","161650.0","Neonatal Nightingale","4.1.14","1","1","prime_1","1","RTL","في مزرعة مشمسة، كانت البطة الأم تنتظر فقس بيضها. انفتحت البيضات واحدة تلو الأخرى، وخرج منها فراخ البط الصفراء الناعمة. كانت إحدى البيضات أكبر حجماً واستغرق فقسها وقتاً أطول.","0","2","0","2","NA","NA","2","2788.0","2566","NA","NA","2788","2","legacy","1,3,6,2,5,4,4,2,5,1,3,6,2,6,4,1,3,5,5,6,3,1,4,2,1,4,6,3,2,5,4,6,2,1,5,3,1,6,4,5,2,3,3,1,6,5,2,4","True","1024","2","48000","-16","experiment","110","even","0.034034500014968216","460.0","1076.0","432.0","432.0","105960","NA","NA","1391","160125","160125","NA","5255","45911","NA","1392","169455","157111","NA","160628","160636","13606","166654","108527","NA","NA","109341","109430","169455","166666","109430","161637","161636","109341","109430","161637","161650","5255","Attentional Spatial Bias","0","0","0","1","سنقوم الآن بمعايرة جهاز تتبع العين.<br><br>يرجى تتبع النقطة المتحركة بعينيك وإبقاء رأسك ثابتًا.<br><br>يرجى الانتظار.","شكرًا على مشاركتك!<br><br>انتهت التجربة الآن.<br><br>يرجى الاتصال بالباحث.","في هذه التجربة، ستقرأ قصة قصيرة معروضة على الشاشة.<br><br>يرجى قراءة كل سطر بعناية، حيث سيُطرح عليك بعض الأسئلة حول القصة في نهاية التجربة.<br><br>بعد كل فقرة، سترى صورتين. انظر إلى كلتا الصورتين واحسب العدد الإجمالي للدوائر الموجودة في الصورتين.<br><br>في الشاشة التالية، سترى أمثلة على دائرة صحيحة وشكل غير صحيح. احسب فقط الأشكال التي تتطابق مع مثال الدائرة الصحيحة.<br><br>اضغط على أي مفتاح للبدء.","أدخل عدد الدوائر (اضغط على 0-3)","مرحبًا! اضغط على أي مفتاح للمتابعة.","Arabic","1536","-308","308","-308","308","0","0","0","0"
"6","5000","8","undefined","undefined","undefined","undefined","#1a1a1a","0","legacy","True","legacy","legacy","uniform","undefined","undefined","undefined","0","NA","0","0","1","1","0","0","0","NA","0","1","1","NA","1","1","0","1","0","0","NA","0","1","1","1","1","1","1","0","1","1","1","0","59.67698106251682","Sun Aug 23 18:16:13 2026","1000","The main experiment item","False","V7_AttentionalSpatialBias_ (1).osexp","C:\Users\plcm\Downloads","267.0","002.png","671.43168","216.74304000000004","True","False","mono","False","18","no","white","no","yes","RTL","671.43168","216.74304000000004","864","0","002.png","003.png","3","legacy","Arabic","1","1","C:\Users\plcm\Downloads\subject-110.csv","150","legacy","no","170778.0","Neonatal Nightingale","4.1.14","3","3","no_prime_trial_2","2","RTL","","0","1","0","1","NA","NA","1","1828.0","2566","NA","NA","1828","2","legacy","1, 3, 6, 2, 5, 4, 4, 2, 5, 1, 3, 6, 2, 6, 4, 1, 3, 5, 5, 6, 3, 1, 4, 2, 1, 4, 6, 3, 2, 5, 4, 6, 2, 1, 5, 3, 1, 6, 4, 5, 2, 3, 3, 1, 6, 5, 2, 4","False","1024","2","48000","-16","experiment","110","even","9.405158200010192","614.0","922.0","165.0","699.0","105960","NA","NA","1391","169572","169572","NA","5255","45911","NA","1392","177614","169566","NA","169764","169769","13606","175779","108527","NA","NA","109341","169566","177614","175786","169566","170770","170769","109341","169565","170770","170778","5255","Attentional Spatial Bias","0","0","0","2","سنقوم الآن بمعايرة جهاز تتبع العين.<br><br>يرجى تتبع النقطة المتحركة بعينيك وإبقاء رأسك ثابتًا.<br><br>يرجى الانتظار.","شكرًا على مشاركتك!<br><br>انتهت التجربة الآن.<br><br>يرجى الاتصال بالباحث.","في هذه التجربة، ستقرأ قصة قصيرة معروضة على الشاشة.<br><br>يرجى قراءة كل سطر بعناية، حيث سيُطرح عليك بعض الأسئلة حول القصة في نهاية التجربة.<br><br>بعد كل فقرة، سترى صورتين. انظر إلى كلتا الصورتين واحسب العدد الإجمالي للدوائر الموجودة في الصورتين.<br><br>في الشاشة التالية، سترى أمثلة على دائرة صحيحة وشكل غير صحيح. احسب فقط الأشكال التي تتطابق مع مثال الدائرة الصحيحة.<br><br>اضغط على أي مفتاح للبدء.","أدخل عدد الدوائر (اضغط على 0-3)","مرحبًا! اضغط على أي مفتاح للمتابعة.","Arabic","1536","-154","154","-154","154","-267","267","-267","267"
"6","5000","8","undefined","undefined","undefined","undefined","#1a1a1a","0","legacy","True","legacy","legacy","uniform","undefined","undefined","undefined","0","NA","0","0","2","2","0","0","0","NA","0","2","2","NA","2","2","0","2","0","0","NA","0","2","2","2","2","2","2","0","2","2","2","0","33.2894365221402","Sun Aug 23 18:16:13 2026","1000","The main experiment item","False","V7_AttentionalSpatialBias_ (1).osexp","C:\Users\plcm\Downloads","241.0","005.png","973.00992","282.32928","True","False","mono","False","18","no","white","no","yes","RTL","973.00992","282.32928","864","0","004.png","005.png","3","legacy","Arabic","2","2","C:\Users\plcm\Downloads\subject-110.csv","150","legacy","no","178984.0","Neonatal Nightingale","4.1.14","6","6","no_prime_trial_3","3","RTL","","0","2","0","2","NA","NA","2","701.0","2566","NA","NA","701","2","legacy","1, 3, 6, 2, 5, 4, 4, 2, 5, 1, 3, 6, 2, 6, 4, 1, 3, 5, 5, 6, 3, 1, 4, 2, 1, 4, 6, 3, 2, 5, 4, 6, 2, 1, 5, 3, 1, 6, 4, 5, 2, 3, 3, 1, 6, 5, 2, 4","False","1024","2","48000","-16","experiment","110","even","17.58391849999316","501.0","1035.0","586.0","278.0","105960","NA","NA","1391","177751","177751","NA","5255","45911","NA","1392","184695","177745","NA","177969","177975","13606","183986","108527","NA","NA","109341","177745","184694","183993","177745","178976","178975","109341","177744","178976","178984","5255","Attentional Spatial Bias","0","0","0","3","سنقوم الآن بمعايرة جهاز تتبع العين.<br><br>يرجى تتبع النقطة المتحركة بعينيك وإبقاء رأسك ثابتًا.<br><br>يرجى الانتظار.","شكرًا على مشاركتك!<br><br>انتهت التجربة الآن.<br><br>يرجى الاتصال بالباحث.","في هذه التجربة، ستقرأ قصة قصيرة معروضة على الشاشة.<br><br>يرجى قراءة كل سطر بعناية، حيث سيُطرح عليك بعض الأسئلة حول القصة في نهاية التجربة.<br><br>بعد كل فقرة، سترى صورتين. انظر إلى كلتا الصورتين واحسب العدد الإجمالي للدوائر الموجودة في الصورتين.<br><br>في الشاشة التالية، سترى أمثلة على دائرة صحيحة وشكل غير صحيح. احسب فقط الأشكال التي تتطابق مع مثال الدائرة الصحيحة.<br><br>اضغط على أي مفتاح للبدء.","أدخل عدد الدوائر (اضغط على 0-3)","مرحبًا! اضغط على أي مفتاح للمتابعة.","Arabic","1536","-267","267","-267","267","154","-154","154","-154"
"6","5000","8","undefined","undefined","undefined","undefined","#1a1a1a","0","legacy","True","legacy","legacy","uniform","undefined","undefined","undefined","0","NA","0","0","3","3","0","0","0","NA","0","3","3","NA","3","3","0","3","0","0","NA","0","3","3","3","3","3","3","0","3","3","3","0","54.82850301962291","Sun Aug 23 18:16:13 2026","1000","The main experiment item","False","V7_AttentionalSpatialBias_ (1).osexp","C:\Users\plcm\Downloads","228.0","006.png","614.3232","290.11392","True","False","mono","False","18","no","white","no","yes","RTL","614.3232","290.11392","864","0","006.png","007.png","3","legacy","Arabic","3","3","C:\Users\plcm\Downloads\subject-110.csv","150","legacy","no","185851.0","Neonatal Nightingale","4.1.14","2","2","no_prime_trial_4","4","RTL","","0","2","0","2","NA","NA","2","1233.0","2566","NA","NA","1233","2","legacy","1, 3, 6, 2, 5, 4, 4, 2, 5, 1, 3, 6, 2, 6, 4, 1, 3, 5, 5, 6, 3, 1, 4, 2, 1, 4, 6, 3, 2, 5, 4, 6, 2, 1, 5, 3, 1, 6, 4, 5, 2, 3, 3, 1, 6, 5, 2, 4","False","1024","2","48000","-16","experiment","110","even","24.658637800021097","501.0","1035.0","278.0","586.0","105960","NA","NA","1391","184825","184825","NA","5255","45911","NA","1392","192094","184819","NA","184831","184836","13606","190855","108527","NA","NA","109341","184819","192094","190861","184819","185838","185836","109341","184819","185838","185851","5255","Attentional Spatial Bias","0","0","0","4","سنقوم الآن بمعايرة جهاز تتبع العين.<br><br>يرجى تتبع النقطة المتحركة بعينيك وإبقاء رأسك ثابتًا.<br><br>يرجى الانتظار.","شكرًا على مشاركتك!<br><br>انتهت التجربة الآن.<br><br>يرجى الاتصال بالباحث.","في هذه التجربة، ستقرأ قصة قصيرة معروضة على الشاشة.<br><br>يرجى قراءة كل سطر بعناية، حيث سيُطرح عليك بعض الأسئلة حول القصة في نهاية التجربة.<br><br>بعد كل فقرة، سترى صورتين. انظر إلى كلتا الصورتين واحسب العدد الإجمالي للدوائر الموجودة في الصورتين.<br><br>في الشاشة التالية، سترى أمثلة على دائرة صحيحة وشكل غير صحيح. احسب فقط الأشكال التي تتطابق مع مثال الدائرة الصحيحة.<br><br>اضغط على أي مفتاح للبدء.","أدخل عدد الدوائر (اضغط على 0-3)","مرحبًا! اضغط على أي مفتاح للمتابعة.","Arabic","1536","-267","267","-267","267","-154","154","-154","154"
"6","5000","8","undefined","undefined","undefined","undefined","#1a1a1a","0","legacy","True","legacy","legacy","uniform","undefined","undefined","undefined","0","NA","0","0","4","4","0","0","0","NA","0","4","4","NA","4","4","0","4","0","0","NA","0","4","4","4","4","4","4","0","4","4","4","0","96.96742072989258","Sun Aug 23 18:16:13 2026","1000","The main experiment item","False","V7_AttentionalSpatialBias_ (1).osexp","C:\Users\plcm\Downloads","228.0","009.png","832.94208","186.21792","True","False","mono","False","18","no","white","no","yes","RTL","832.94208","186.21792","864","0","008.png","009.png","3","legacy","Arabic","4","4","C:\Users\plcm\Downloads\subject-110.csv","150","legacy","no","193324.0","Neonatal Nightingale","4.1.14","5","5","no_prime_trial_5","5","RTL","","0","0","0","0","NA","NA","0","1084.0","2566","NA","NA","1084","2","legacy","1, 3, 6, 2, 5, 4, 4, 2, 5, 1, 3, 6, 2, 6, 4, 1, 3, 5, 5, 6, 3, 1, 4, 2, 1, 4, 6, 3, 2, 5, 4, 6, 2, 1, 5, 3, 1, 6, 4, 5, 2, 3, 3, 1, 6, 5, 2, 4","False","1024","2","48000","-16","experiment","110","even","32.06154130003415","614.0","922.0","699.0","165.0","105960","NA","NA","1391","192228","192228","NA","5255","45911","NA","1392","199415","192222","NA","192310","192315","13606","198324","108527","NA","NA","109341","192222","199414","198330","192222","193316","193315","109341","192221","193316","193324","5255","Attentional Spatial Bias","0","0","0","5","سنقوم الآن بمعايرة جهاز تتبع العين.<br><br>يرجى تتبع النقطة المتحركة بعينيك وإبقاء رأسك ثابتًا.<br><br>يرجى الانتظار.","شكرًا على مشاركتك!<br><br>انتهت التجربة الآن.<br><br>يرجى الاتصال بالباحث.","في هذه التجربة، ستقرأ قصة قصيرة معروضة على الشاشة.<br><br>يرجى قراءة كل سطر بعناية، حيث سيُطرح عليك بعض الأسئلة حول القصة في نهاية التجربة.<br><br>بعد كل فقرة، سترى صورتين. انظر إلى كلتا الصورتين واحسب العدد الإجمالي للدوائر الموجودة في الصورتين.<br><br>في الشاشة التالية، سترى أمثلة على دائرة صحيحة وشكل غير صحيح. احسب فقط الأشكال التي تتطابق مع مثال الدائرة الصحيحة.<br><br>اضغط على أي مفتاح للبدء.","أدخل عدد الدوائر (اضغط على 0-3)","مرحبًا! اضغط على أي مفتاح للمتابعة.","Arabic","1536","-154","154","-154","154","267","-267","267","-267"
"6","5000","8","undefined","undefined","undefined","undefined","#1a1a1a","0","legacy","True","legacy","legacy","uniform","undefined","undefined","undefined","0","NA","0","0","5","5","0","0","0","NA","0","5","5","NA","5","5","0","5","0","0","NA","0","5","5","5","5","5","5","0","5","5","5","0","68.9990265364375","Sun Aug 23 18:16:13 2026","1000","The main experiment item","False","V7_AttentionalSpatialBias_ (1).osexp","C:\Users\plcm\Downloads","226.0","010.png","806.9529600000001","152.80704","True","False","mono","False","18","no","white","no","yes","RTL","806.9529600000001","152.80704","864","0","010.png","011.png","3","legacy","Arabic","5","5","C:\Users\plcm\Downloads\subject-110.csv","150","legacy","no","200562.0","Neonatal Nightingale","4.1.14","4","4","no_prime_trial_6","6","RTL","","0","2","0","2","NA","NA","2","914.0","2566","NA","NA","914","2","legacy","1, 3, 6, 2, 5, 4, 4, 2, 5, 1, 3, 6, 2, 6, 4, 1, 3, 5, 5, 6, 3, 1, 4, 2, 1, 4, 6, 3, 2, 5, 4, 6, 2, 1, 5, 3, 1, 6, 4, 5, 2, 3, 3, 1, 6, 5, 2, 4","False","1024","2","48000","-16","experiment","110","even","39.375487399986014","768.0","768.0","124.0","740.0","105960","NA","NA","1391","199542","199542","NA","5255","45911","NA","1392","206486","199536","NA","199548","199553","13606","205566","108527","NA","NA","109341","199536","206486","205572","199536","200554","200553","109341","199535","200554","200562","5255","Attentional Spatial Bias","0","0","0","6","سنقوم الآن بمعايرة جهاز تتبع العين.<br><br>يرجى تتبع النقطة المتحركة بعينيك وإبقاء رأسك ثابتًا.<br><br>يرجى الانتظار.","شكرًا على مشاركتك!<br><br>انتهت التجربة الآن.<br><br>يرجى الاتصال بالباحث.","في هذه التجربة، ستقرأ قصة قصيرة معروضة على الشاشة.<br><br>يرجى قراءة كل سطر بعناية، حيث سيُطرح عليك بعض الأسئلة حول القصة في نهاية التجربة.<br><br>بعد كل فقرة، سترى صورتين. انظر إلى كلتا الصورتين واحسب العدد الإجمالي للدوائر الموجودة في الصورتين.<br><br>في الشاشة التالية، سترى أمثلة على دائرة صحيحة وشكل غير صحيح. احسب فقط الأشكال التي تتطابق مع مثال الدائرة الصحيحة.<br><br>اضغط على أي مفتاح للبدء.","أدخل عدد الدوائر (اضغط على 0-3)","مرحبًا! اضغط على أي مفتاح للمتابعة.","Arabic","1536","0","0","0","0","-308","308","-308","308"
"6","5000","8","undefined","undefined","undefined","undefined","#1a1a1a","1","legacy","True","legacy","legacy","uniform","undefined","undefined","undefined","0","NA","0","0","6","6","0","0","0","NA","0","6","6","NA","6","6","0","6","0","0","NA","0","6","6","6","6","6","6","0","6","6","6","0","71.01717137851101","Sun Aug 23 18:16:13 2026","1000","The main experiment item","False","V7_AttentionalSpatialBias_ (1).osexp","C:\Users\plcm\Downloads","244.0","012.png","768.5375999999999","167.88384000000002","True","False","mono","False","18","no","white","no","yes","RTL","768.5375999999999","167.88384000000002","864","1","012.png","013.png","3","legacy","Arabic","6","6","C:\Users\plcm\Downloads\subject-110.csv","150","legacy","no","235027.0","Neonatal Nightingale","4.1.14","4","4","prime_2","7","RTL","خرج طائر رمادي كبير من البيضة الأخيرة. بدا مختلفًا عن الآخرين. ضحك صغار البط ووصفوه بأنه قبيح. حزينًا ووحيدًا، هرب من المزرعة.","0","1","0","1","NA","NA","1","762.0","2566","NA","NA","762","2","legacy","1, 3, 6, 2, 5, 4, 4, 2, 5, 1, 3, 6, 2, 6, 4, 1, 3, 5, 5, 6, 3, 1, 4, 2, 1, 4, 6, 3, 2, 5, 4, 6, 2, 1, 5, 3, 1, 6, 4, 5, 2, 3, 3, 1, 6, 5, 2, 4","True","1024","2","48000","-16","experiment","110","even","73.43813920003595","768.0","768.0","124.0","740.0","105960","NA","NA","1391","233605","233605","NA","5255","45911","NA","1392","240799","233598","NA","234012","234018","13606","240029","108527","NA","NA","109341","206600","240799","240036","206600","235019","235018","109341","206599","235019","235027","5255","Attentional Spatial Bias","0","0","0","7","سنقوم الآن بمعايرة جهاز تتبع العين.<br><br>يرجى تتبع النقطة المتحركة بعينيك وإبقاء رأسك ثابتًا.<br><br>يرجى الانتظار.","شكرًا على مشاركتك!<br><br>انتهت التجربة الآن.<br><br>يرجى الاتصال بالباحث.","في هذه التجربة، ستقرأ قصة قصيرة معروضة على الشاشة.<br><br>يرجى قراءة كل سطر بعناية، حيث سيُطرح عليك بعض الأسئلة حول القصة في نهاية التجربة.<br><br>بعد كل فقرة، سترى صورتين. انظر إلى كلتا الصورتين واحسب العدد الإجمالي للدوائر الموجودة في الصورتين.<br><br>في الشاشة التالية، سترى أمثلة على دائرة صحيحة وشكل غير صحيح. احسب فقط الأشكال التي تتطابق مع مثال الدائرة الصحيحة.<br><br>اضغط على أي مفتاح للبدء.","أدخل عدد الدوائر (اضغط على 0-3)","مرحبًا! اضغط على أي مفتاح للمتابعة.","Arabic","1536","0","0","0","0","-308","308","-308","308"
"6","5000","8","undefined","undefined","undefined","undefined","#1a1a1a","1","legacy","True","legacy","legacy","uniform","undefined","undefined","undefined","0","NA","0","0","7","7","0","0","0","NA","0","7","7","NA","7","7","0","7","0","0","NA","0","7","7","7","7","7","7","0","7","7","7","0","38.601598854016395","Sun Aug 23 18:16:13 2026","1000","The main experiment item","False","V7_AttentionalSpatialBias_ (1).osexp","C:\Users\plcm\Downloads","221.0","014.png","583.4496","297.33696","True","False","mono","False","18","no","white","no","yes","RTL","583.4496","297.33696","864","1","014.png","015.png","3","legacy","Arabic","7","7","C:\Users\plcm\Downloads\subject-110.csv","150","legacy","no","241964.0","Neonatal Nightingale","4.1.14","2","2","no_prime_trial_8","8","RTL","","0","0","0","0","NA","NA","0","881.0","2566","NA","NA","881","2","legacy","1, 3, 6, 2, 5, 4, 4, 2, 5, 1, 3, 6, 2, 6, 4, 1, 3, 5, 5, 6, 3, 1, 4, 2, 1, 4, 6, 3, 2, 5, 4, 6, 2, 1, 5, 3, 1, 6, 4, 5, 2, 3, 3, 1, 6, 5, 2, 4","False","1024","2","48000","-16","experiment","110","even","80.77054890000727","501.0","1035.0","278.0","586.0","105960","NA","NA","1391","240937","240937","NA","5255","45911","NA","1392","247854","240931","NA","240943","240948","13606","246967","108527","NA","NA","109341","240931","247854","246973","240931","241949","241948","109341","240931","241949","241964","5255","Attentional Spatial Bias","0","0","0","8","سنقوم الآن بمعايرة جهاز تتبع العين.<br><br>يرجى تتبع النقطة المتحركة بعينيك وإبقاء رأسك ثابتًا.<br><br>يرجى الانتظار.","شكرًا على مشاركتك!<br><br>انتهت التجربة الآن.<br><br>يرجى الاتصال بالباحث.","في هذه التجربة، ستقرأ قصة قصيرة معروضة على الشاشة.<br><br>يرجى قراءة كل سطر بعناية، حيث سيُطرح عليك بعض الأسئلة حول القصة في نهاية التجربة.<br><br>بعد كل فقرة، سترى صورتين. انظر إلى كلتا الصورتين واحسب العدد الإجمالي للدوائر الموجودة في الصورتين.<br><br>في الشاشة التالية، سترى أمثلة على دائرة صحيحة وشكل غير صحيح. احسب فقط الأشكال التي تتطابق مع مثال الدائرة الصحيحة.<br><br>اضغط على أي مفتاح للبدء.","أدخل عدد الدوائر (اضغط على 0-3)","مرحبًا! اضغط على أي مفتاح للمتابعة.","Arabic","1536","-267","267","-267","267","-154","154","-154","154"
"6","5000","8","undefined","undefined","undefined","undefined","#1a1a1a","1","legacy","True","legacy","legacy","uniform","undefined","undefined","undefined","0","NA","0","0","8","8","0","0","0","NA","0","8","8","NA","8","8","0","8","0","0","NA","0","8","8","8","8","8","8","0","8","8","8","0","66.23865872033336","Sun Aug 23 18:16:13 2026","1000","The main experiment item","False","V7_AttentionalSpatialBias_ (1).osexp","C:\Users\plcm\Downloads","213.0","001.png","808.5964799999999","250.17983999999998","True","False","mono","False","18","no","white","no","yes","RTL","808.5964799999999","250.17983999999998","864","1","000.png","001.png","3","legacy","Arabic","8","8","C:\Users\plcm\Downloads\subject-110.csv","150","legacy","no","249225.0","Neonatal Nightingale","4.1.14","5","5","no_prime_trial_9","9","RTL","","0","2","0","2","NA","NA","2","3435.0","2566","NA","NA","3435","2","legacy","1, 3, 6, 2, 5, 4, 4, 2, 5, 1, 3, 6, 2, 6, 4, 1, 3, 5, 5, 6, 3, 1, 4, 2, 1, 4, 6, 3, 2, 5, 4, 6, 2, 1, 5, 3, 1, 6, 4, 5, 2, 3, 3, 1, 6, 5, 2, 4","False","1024","2","48000","-16","experiment","110","even","87.7872051000013","614.0","922.0","699.0","165.0","105960","NA","NA","1391","247954","247954","NA","5255","45911","NA","1392","257670","247948","NA","248205","248210","13606","254229","108527","NA","NA","109341","247948","257670","254235","247948","249212","249210","109341","247947","249212","249225","5255","Attentional Spatial Bias","0","0","0","9","سنقوم الآن بمعايرة جهاز تتبع العين.<br><br>يرجى تتبع النقطة المتحركة بعينيك وإبقاء رأسك ثابتًا.<br><br>يرجى الانتظار.","شكرًا على مشاركتك!<br><br>انتهت التجربة الآن.<br><br>يرجى الاتصال بالباحث.","في هذه التجربة، ستقرأ قصة قصيرة معروضة على الشاشة.<br><br>يرجى قراءة كل سطر بعناية، حيث سيُطرح عليك بعض الأسئلة حول القصة في نهاية التجربة.<br><br>بعد كل فقرة، سترى صورتين. انظر إلى كلتا الصورتين واحسب العدد الإجمالي للدوائر الموجودة في الصورتين.<br><br>في الشاشة التالية، سترى أمثلة على دائرة صحيحة وشكل غير صحيح. احسب فقط الأشكال التي تتطابق مع مثال الدائرة الصحيحة.<br><br>اضغط على أي مفتاح للبدء.","أدخل عدد الدوائر (اضغط على 0-3)","مرحبًا! اضغط على أي مفتاح للمتابعة.","Arabic","1536","-154","154","-154","154","267","-267","267","-267"
"6","5000","8","undefined","undefined","undefined","undefined","#1a1a1a","1","legacy","True","legacy","legacy","uniform","undefined","undefined","undefined","0","NA","0","0","9","9","0","0","0","NA","0","9","9","NA","9","9","0","9","0","0","NA","0","9","9","9","9","9","9","0","9","9","9","0","85.07970727125942","Sun Aug 23 18:16:13 2026","1000","The main experiment item","False","V7_AttentionalSpatialBias_ (1).osexp","C:\Users\plcm\Downloads","228.0","002.png","529.13664","390.82176000000004","True","False","mono","False","18","no","white","no","yes","RTL","529.13664","390.82176000000004","864","1","002.png","003.png","3","legacy","Arabic","9","9","C:\Users\plcm\Downloads\subject-110.csv","150","legacy","no","258872.0","Neonatal Nightingale","4.1.14","1","1","no_prime_trial_10","10","RTL","","0","1","0","1","NA","NA","1","1006.0","2566","NA","NA","1006","2","legacy","1, 3, 6, 2, 5, 4, 4, 2, 5, 1, 3, 6, 2, 6, 4, 1, 3, 5, 5, 6, 3, 1, 4, 2, 1, 4, 6, 3, 2, 5, 4, 6, 2, 1, 5, 3, 1, 6, 4, 5, 2, 3, 3, 1, 6, 5, 2, 4","False","1024","2","48000","-16","experiment","110","even","97.61491629999364","460.0","1076.0","432.0","432.0","105960","NA","NA","1391","257782","257782","NA","5255","45911","NA","1392","264887","257776","NA","257858","257863","13606","263874","108527","NA","NA","109341","257776","264887","263880","257776","258864","258863","109341","257776","258864","258872","5255","Attentional Spatial Bias","0","0","0","10","سنقوم الآن بمعايرة جهاز تتبع العين.<br><br>يرجى تتبع النقطة المتحركة بعينيك وإبقاء رأسك ثابتًا.<br><br>يرجى الانتظار.","شكرًا على مشاركتك!<br><br>انتهت التجربة الآن.<br><br>يرجى الاتصال بالباحث.","في هذه التجربة، ستقرأ قصة قصيرة معروضة على الشاشة.<br><br>يرجى قراءة كل سطر بعناية، حيث سيُطرح عليك بعض الأسئلة حول القصة في نهاية التجربة.<br><br>بعد كل فقرة، سترى صورتين. انظر إلى كلتا الصورتين واحسب العدد الإجمالي للدوائر الموجودة في الصورتين.<br><br>في الشاشة التالية، سترى أمثلة على دائرة صحيحة وشكل غير صحيح. احسب فقط الأشكال التي تتطابق مع مثال الدائرة الصحيحة.<br><br>اضغط على أي مفتاح للبدء.","أدخل عدد الدوائر (اضغط على 0-3)","مرحبًا! اضغط على أي مفتاح للمتابعة.","Arabic","1536","-308","308","-308","308","0","0","0","0"
