CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	USER
673448	4522.12109	11070257166687	0.49654	0.55113	4522.02734	0.09375	6967	1	0.49955	0.57329	1	0.49569	0.52329	1	0.49762	0.54829	1	0.24455	0.29125	15.06378	0.94034	1	0.50089	0.27024	13.46768	0.93367	1	-0.06235	0.03929	0.63578	0.00324	1	0.00048	0.04385	0.64317	0.00319	1	1.21953	0.40417	0	0
673449	4522.12793	11070257233680	0.49721	0.55196	4522.02734	0.10059	6967	1	0.51565	0.55733	1	0.49890	0.57146	1	0.50728	0.56439	1	0.24454	0.29149	15.12247	0.93367	1	0.50094	0.27070	13.39900	0.92699	1	-0.06235	0.03929	0.63578	0.00319	1	0.00048	0.04385	0.64317	0.00308	1	1.21953	0.40417	0	START_TRIAL
673450	4522.13428	11070257300486	0.49634	0.55621	4522.02734	0.10693	6967	1	0.48003	0.62239	1	0.48462	0.62628	1	0.48233	0.62434	1	0.24461	0.29163	15.20635	0.92699	1	0.50108	0.27086	13.64912	0.92032	1	-0.06235	0.03929	0.63578	0.00321	1	0.00048	0.04385	0.64317	0.00305	1	1.21953	0.40417	0	
673451	4522.14111	11070257366839	0.49551	0.55962	4522.02734	0.11377	6967	1	0.48003	0.62231	1	0.48296	0.61277	1	0.48149	0.61754	1	0.24474	0.29159	14.64995	0.92708	1	0.50112	0.27088	13.26739	0.93459	1	-0.06405	0.04039	0.65361	0.00323	1	0.00061	0.04594	0.67460	0.00300	1	1.21953	0.40417	0	MSG STIMULUS_ONSET TRIAL=1 IMG_LEFT=000.PNG IMG_RIGHT=111.PNG GROUP=LTR PRIME_LANG=LTR
673452	4522.14795	11070257433696	0.49641	0.56037	4522.02734	0.12061	6967	1	0.51475	0.48693	1	0.51047	0.66088	1	0.51261	0.57390	1	0.24491	0.29133	14.49890	0.94135	1	0.50164	0.27117	13.27246	0.95553	1	-0.06405	0.04039	0.65361	0.00333	1	0.00061	0.04594	0.67460	0.00314	1	1.21953	0.40417	0	
673453	4522.15430	11070257501335	0.49594	0.56434	4522.02734	0.12695	6967	1	0.47693	0.62942	1	0.49718	0.65007	1	0.48705	0.63975	1	0.24512	0.29143	15.00706	0.96229	1	0.50156	0.27131	13.66725	0.97647	1	-0.06405	0.04039	0.65361	0.00331	1	0.00061	0.04594	0.67460	0.00313	1	1.21953	0.40417	0	IMAGE_ONSET
673454	4522.16113	11070257565449	0.49546	0.56725	4522.02734	0.13379	6967	1	0.47572	0.61222	1	0.49584	0.63846	1	0.48578	0.62534	1	0.24531	0.29123	15.13065	0.98324	1	0.50183	0.27116	13.43271	0.98991	1	-0.06346	0.04019	0.64960	0.00322	1	0.00074	0.04477	0.65738	0.00315	1	1.21953	0.40417	0	
673455	4522.16699	11070257628528	0.49497	0.56853	4522.02734	0.13965	6967	1	0.48082	0.57743	1	0.48866	0.61337	1	0.48474	0.59540	1	0.24533	0.29115	15.39694	0.98991	1	0.50198	0.27089	13.42928	0.98240	1	-0.06346	0.04019	0.64960	0.00307	1	0.00074	0.04477	0.65738	0.00310	1	1.21953	0.40417	0	
673456	4522.17480	11070257702240	0.49405	0.56646	4522.02734	0.14746	6967	1	0.48879	0.48126	1	0.45863	0.56093	1	0.47371	0.52110	1	0.24540	0.29109	15.38804	0.98240	1	0.50177	0.27088	13.51537	0.97490	1	-0.06346	0.04019	0.64960	0.00304	1	0.00074	0.04477	0.65738	0.00303	1	1.21953	0.40417	0	
673457	4522.18115	11070257767743	0.49320	0.56457	4522.02734	0.15381	6967	1	0.48878	0.48116	1	0.45861	0.56083	1	0.47370	0.52100	1	0.24565	0.29082	15.00931	0.98250	1	0.50241	0.27076	13.55927	0.97500	1	-0.06675	0.04241	0.68370	0.00315	1	0.00085	0.04542	0.66692	0.00305	1	1.21953	0.40417	0	
673458	4522.18799	11070257834080	0.49371	0.56303	4522.02734	0.16064	6967	1	0.49106	0.50846	1	0.52075	0.54387	1	0.50591	0.52616	1	0.24590	0.29051	15.09632	0.98261	1	0.50249	0.27066	13.35258	0.98261	1	-0.06675	0.04241	0.68370	0.00324	1	0.00085	0.04542	0.66692	0.00304	1	1.21953	0.40417	0	
673459	4522.19434	11070257899023	0.49320	0.56117	4522.02734	0.16699	6967	1	0.45532	0.47652	1	0.50567	0.55287	1	0.48050	0.51469	1	0.24595	0.29045	15.14347	0.99021	1	0.50250	0.27066	13.33723	0.99021	1	-0.06675	0.04241	0.68370	0.00319	1	0.00085	0.04542	0.66692	0.00298	1	1.21953	0.40417	0	
673460	4522.20117	11070257968004	0.49272	0.55932	4522.02734	0.17383	6967	1	0.45532	0.47652	1	0.50500	0.54573	1	0.48016	0.51113	1	0.24603	0.29017	14.88854	0.99021	1	0.50259	0.27032	13.85321	0.99772	1	-0.06389	0.04083	0.65593	0.00324	1	0.00102	0.04639	0.67970	0.00320	1	1.21953	0.40417	0	
673461	4522.20801	11070258037131	0.49270	0.55736	4522.02734	0.18066	6967	1	0.49757	0.54457	1	0.48697	0.46400	1	0.49227	0.50429	1	0.24626	0.28988	15.58935	0.99011	1	0.50284	0.27036	13.52485	0.99762	1	-0.06389	0.04083	0.65593	0.00309	1	0.00102	0.04639	0.67970	0.00329	1	1.21953	0.40417	0	
673462	4522.21484	11070258103419	0.49283	0.55591	4522.02734	0.18750	6967	1	0.54250	0.58135	1	0.45044	0.44976	1	0.49647	0.51555	1	0.24629	0.28996	15.50778	0.99001	1	0.50286	0.27029	13.44654	0.99752	1	-0.06389	0.04083	0.65593	0.00308	1	0.00102	0.04639	0.67970	0.00328	1	1.21953	0.40417	0	
673463	4522.22168	11070258171300	0.49298	0.55492	4522.02734	0.19434	6967	1	0.54252	0.58716	1	0.45235	0.46503	1	0.49744	0.52610	1	0.24669	0.28980	15.33637	0.98314	1	0.50332	0.27028	13.40737	0.98314	1	-0.06232	0.03996	0.64031	0.00316	1	0.00103	0.04484	0.65696	0.00337	1	1.21953	0.40417	0	
673464	4522.22803	11070258238760	0.49415	0.55402	4522.02734	0.20068	6967	1	0.53725	0.50313	1	0.52074	0.55084	1	0.52899	0.52698	1	0.24671	0.28956	15.25948	0.97638	1	0.50330	0.27036	13.59061	0.96888	1	-0.06232	0.03996	0.64031	0.00318	1	0.00103	0.04484	0.65696	0.00315	1	1.21953	0.40417	0	
673465	4522.23486	11070258305231	0.49383	0.55544	4522.02734	0.20752	6967	1	0.46799	0.69886	1	0.49994	0.49990	1	0.48396	0.59938	1	0.24674	0.28951	15.31739	0.96211	1	0.50315	0.27022	13.09954	0.95461	1	-0.06232	0.03996	0.64031	0.00315	1	0.00103	0.04484	0.65696	0.00318	1	1.21953	0.40417	0	
673466	4522.24170	11070258372577	0.49354	0.55685	4522.02734	0.21436	6967	1	0.46848	0.70448	1	0.49994	0.49990	1	0.48421	0.60219	1	0.24685	0.28949	15.25682	0.95461	1	0.50347	0.27025	13.48645	0.95461	1	-0.06387	0.04105	0.65783	0.00317	1	0.00121	0.04603	0.67448	0.00321	1	1.21953	0.40417	0	
673467	4522.24854	11070258439477	0.49093	0.52931	4522.02734	0.21436	6967	0	0.52312	0.47651	1	0.46458	0.48975	1	0.49385	0.48313	1	0.24704	0.28926	15.15668	0.96137	1	0.50375	0.27026	13.20807	0.96888	1	-0.06387	0.04105	0.65783	0.00325	1	0.00121	0.04603	0.67448	0.00331	1	1.21953	0.40417	0	
673468	4522.25488	11070258506634	0.50079	0.49469	4522.02734	0.21436	6967	0	0.52173	0.37556	1	0.49959	0.54458	1	0.51066	0.46007	1	0.24760	0.28886	15.70236	0.97564	1	0.50410	0.27041	13.61796	0.98314	1	-0.06387	0.04105	0.65783	0.00319	1	0.00121	0.04603	0.67448	0.00322	1	1.21953	0.40417	0	
673469	4522.26172	11070258571936	0.50403	0.48059	4522.02734	0.21436	6967	0	0.52140	0.36029	1	0.49958	0.54449	1	0.51049	0.45239	1	0.24859	0.28793	15.22394	0.98991	1	0.50479	0.26966	14.28261	0.98324	1	-0.06301	0.04083	0.65192	0.00350	1	0.00126	0.04421	0.64631	0.00330	1	1.21953	0.40417	0	
673470	4522.26807	11070258638499	0.51906	0.46417	4522.24854	0.01953	6968	1	0.54056	0.42071	1	0.58779	0.40908	1	0.56417	0.41489	1	0.24908	0.28775	15.11861	0.98324	1	0.50498	0.26868	13.78209	0.96906	1	-0.06301	0.04083	0.65192	0.00348	1	0.00126	0.04421	0.64631	0.00337	1	1.21953	0.40417	0	
