CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	USER
64381	438.42496	5157340746282	0.42519	0.42635	438.17010	0.25485	1320	1	0.41971	0.43641	1	0.41188	0.40396	1	0.41580	0.42019	1	0.33469	0.54951	24.24338	0.99208	1	0.58732	0.54511	23.82471	0.99866	1	-0.04025	-0.01179	0.64678	0.00521	1	0.02183	-0.01102	0.64140	0.00490	1	-0.73438	0.52167	0	
64382	438.43176	5157340814349	0.42492	0.42601	438.17010	0.26166	1320	1	0.41744	0.42660	1	0.41133	0.39866	1	0.41438	0.41263	1	0.33454	0.54988	24.43678	1.00540	1	0.58717	0.54511	23.86214	1.00540	1	-0.03961	-0.01155	0.63651	0.00525	1	0.02127	-0.01071	0.62616	0.00486	1	-0.73438	0.52167	0	START_TRIAL
64383	438.43832	5157340879868	0.42512	0.42551	438.17010	0.26822	1320	1	0.42318	0.40685	1	0.44279	0.40418	1	0.43298	0.40551	1	0.33438	0.54998	24.74689	1.00540	1	0.58700	0.54506	23.54007	0.99883	1	-0.03961	-0.01155	0.63651	0.00520	1	0.02127	-0.01071	0.62616	0.00493	1	-0.73438	0.52167	0	
64384	438.44513	5157340948161	0.42508	0.42539	438.17010	0.27502	1320	1	0.41545	0.41982	1	0.43133	0.42093	1	0.42339	0.42038	1	0.33424	0.55004	24.56617	0.99883	1	0.58690	0.54514	23.71094	0.99225	1	-0.03961	-0.01155	0.63651	0.00525	1	0.02127	-0.01071	0.62616	0.00487	1	-0.73438	0.52167	0	
64385	438.45117	5157341008481	0.42507	0.42545	438.17010	0.28107	1320	1	0.41776	0.42979	1	0.43177	0.42614	1	0.42476	0.42796	1	0.33412	0.55009	24.35913	0.98550	1	0.58688	0.54522	23.71437	0.98550	1	-0.03864	-0.01137	0.61875	0.00528	1	0.02177	-0.01108	0.64514	0.00488	1	-0.73438	0.52167	0	
64386	438.45847	5157341081406	0.42496	0.42537	438.17010	0.28836	1320	1	0.42306	0.43598	1	0.41725	0.40798	1	0.42015	0.42198	1	0.33382	0.55047	24.25283	0.97876	1	0.58670	0.54559	24.26671	0.98534	1	-0.03864	-0.01137	0.61875	0.00523	1	0.02177	-0.01108	0.64514	0.00491	1	-0.73438	0.52167	0	
64387	438.46506	5157341147243	0.42469	0.42503	438.17010	0.29495	1320	1	0.41601	0.42576	1	0.40944	0.39473	1	0.41273	0.41025	1	0.33365	0.55083	24.23799	0.97860	1	0.58652	0.54570	24.09930	0.98518	1	-0.03864	-0.01137	0.61875	0.00525	1	0.02177	-0.01108	0.64514	0.00483	1	-0.73438	0.52167	0	
64388	438.47159	5157341212732	0.42443	0.42477	438.17010	0.30148	1320	1	0.41604	0.42589	1	0.41002	0.40016	1	0.41303	0.41303	1	0.33371	0.55069	24.35218	0.97844	1	0.58639	0.54591	23.66139	0.97844	1	-0.03852	-0.01149	0.61529	0.00520	1	0.02090	-0.01080	0.62077	0.00490	1	-0.73438	0.52167	0	
64389	438.47842	5157341280841	0.42449	0.42488	438.17010	0.30832	1320	1	0.41836	0.40775	1	0.43540	0.45178	1	0.42688	0.42976	1	0.33333	0.55156	24.46506	0.97844	1	0.58614	0.54648	24.45938	0.97186	1	-0.03852	-0.01149	0.61529	0.00525	1	0.02090	-0.01080	0.62077	0.00480	1	-0.73438	0.52167	0	
64390	438.48492	5157341345981	0.42438	0.42503	438.17010	0.31482	1320	1	0.41132	0.44806	1	0.42778	0.41618	1	0.41955	0.43212	1	0.33322	0.55195	24.60890	0.97186	1	0.58597	0.54679	24.24398	0.96528	1	-0.03852	-0.01149	0.61529	0.00525	1	0.02090	-0.01080	0.62077	0.00493	1	-0.73438	0.52167	0	
